region_id,total_registered_voters,active_registered_voters,inactive_registered_voters,active_percentage
218,11893.0,10423.0,1470.0,87.64
219,482362.0,429655.0,52707.0,89.07
220,13578.0,11787.0,1791.0,86.81
221,2874.0,2588.0,286.0,90.05
222,3483.0,2998.0,485.0,86.08
223,262877.0,235603.0,27274.0,89.62
224,62801.0,56152.0,6649.0,89.41
225,19042.0,17009.0,2033.0,89.32
226,1379.0,1253.0,126.0,90.86
227,8636.0,7609.0,1027.0,88.11
228,5901.0,5396.0,505.0,91.44
229,3450.0,2976.0,474.0,86.26
230,2543.0,2273.0,270.0,89.38
231,5178.0,4673.0,505.0,90.25
232,26228.0,24211.0,2017.0,92.31
233,561253.0,479804.0,81449.0,85.49
234,1842.0,1732.0,110.0,94.03
235,315901.0,289874.0,26027.0,91.76
236,40072.0,35708.0,4364.0,89.11
237,26254.0,24009.0,2245.0,91.45
238,587655.0,503029.0,84626.0,85.6
239,35686.0,32262.0,3424.0,90.41
240,43462.0,39101.0,4361.0,89.97
241,5858.0,5038.0,820.0,86.0
242,13926.0,12358.0,1568.0,88.74
243,15123.0,13030.0,2093.0,86.16
244,750.0,693.0,57.0,92.4
245,6440.0,5700.0,740.0,88.51
246,1196.0,1022.0,174.0,85.45
247,480149.0,438530.0,41619.0,91.33
248,1115.0,1008.0,107.0,90.4
249,5289.0,4764.0,525.0,90.07
250,6392.0,5284.0,1108.0,82.67
251,52091.0,44223.0,7868.0,84.9
252,304750.0,273109.0,31641.0,89.62
253,12701.0,10673.0,2028.0,84.03
254,3693.0,3211.0,482.0,86.95
255,14043.0,12721.0,1322.0,90.59
256,129585.0,116224.0,13361.0,89.69
257,1004.0,864.0,140.0,86.06
258,10272.0,9030.0,1242.0,87.91
259,22627.0,20051.0,2576.0,88.62
260,34857.0,31683.0,3174.0,90.89
261,20373.0,18684.0,1689.0,91.71
262,13914.0,12468.0,1446.0,89.61
263,5193.0,4762.0,431.0,91.7
264,17068.0,15004.0,2064.0,87.91
265,3160.0,2880.0,280.0,91.14
266,15604.0,14044.0,1560.0,90.0
267,7982.0,7199.0,783.0,90.19
268,128315.0,116465.0,11850.0,90.76
269,5182.0,4522.0,660.0,87.26
270,9556.0,8197.0,1359.0,85.78
271,22738.0,20147.0,2591.0,88.6
272,5254.0,4655.0,599.0,88.6
273,828.0,740.0,88.0,89.37
274,6840.0,6189.0,651.0,90.48
275,1924.0,1700.0,224.0,88.36
276,25666.0,22161.0,3505.0,86.34
277,22912.0,19874.0,3038.0,86.74
278,3663.0,3339.0,324.0,91.15
279,258022.0,233722.0,24300.0,90.58
280,6348.0,5883.0,465.0,92.67
281,14521.0,13507.0,1014.0,93.02
282,82917.0,71542.0,11375.0,86.28
283,14260.0,13360.0,900.0,93.69
284,47687.0,45260.0,2427.0,94.91
285,16261.0,15650.0,611.0,96.24
286,6181.0,5742.0,439.0,92.9
287,46652.0,41428.0,5224.0,88.8
288,46754.0,41279.0,5475.0,88.29
289,14610.0,13474.0,1136.0,92.22
290,16266.0,14481.0,1785.0,89.03
291,11030.0,9800.0,1230.0,88.85
292,20996.0,19887.0,1109.0,94.72
293,65252.0,58297.0,6955.0,89.34
294,7479.0,6530.0,949.0,87.31
295,21536.0,18760.0,2776.0,87.11
296,31824.0,30039.0,1785.0,94.39
297,2894.0,2658.0,236.0,91.85
298,83115.0,76716.0,6399.0,92.3
299,17986.0,16248.0,1738.0,90.34
300,29033.0,25288.0,3745.0,87.1
301,8415.0,7401.0,1014.0,87.95
302,22390.0,20047.0,2343.0,89.54
303,14351.0,12970.0,1381.0,90.38
304,15423.0,13822.0,1601.0,89.62
305,16301.0,16071.0,230.0,98.59
306,17377.0,16131.0,1246.0,92.83
307,39664.0,37712.0,1952.0,95.08
308,7618.0,7241.0,377.0,95.05
309,8569.0,8162.0,407.0,95.25
310,4220.0,3789.0,431.0,89.79
311,33609.0,30804.0,2805.0,91.65
312,9522.0,9209.0,313.0,96.71
313,29477.0,26929.0,2548.0,91.36
314,22088.0,20449.0,1639.0,92.58
315,27654.0,25975.0,1679.0,93.93
316,9359.0,8555.0,804.0,91.41
317,65442.0,64354.0,1088.0,98.34
318,1619.0,1502.0,117.0,92.77
319,39261.0,35704.0,3557.0,90.94
320,5100.0,4739.0,361.0,92.92
321,40364.0,32267.0,8097.0,79.94
322,23075.0,21772.0,1303.0,94.35
323,13399.0,12663.0,736.0,94.51
324,14468.0,13666.0,802.0,94.46
325,21273.0,19474.0,1799.0,91.54
326,34358.0,32738.0,1620.0,95.28
327,19407.0,17288.0,2119.0,89.08
328,11196.0,10243.0,953.0,91.49
329,47863.0,42386.0,5477.0,88.56
330,20444.0,19439.0,1005.0,95.08
331,10509.0,9110.0,1399.0,86.69
332,23129.0,22688.0,441.0,98.09
333,3087.0,2913.0,174.0,94.36
334,3081.0,2692.0,389.0,87.37
335,1510.0,1392.0,118.0,92.19
336,799.0,751.0,48.0,93.99
337,1172.0,1102.0,70.0,94.03
338,1256.0,1159.0,97.0,92.28
339,2559.0,2379.0,180.0,92.97
340,4740.0,4520.0,220.0,95.36
341,2374.0,2208.0,166.0,93.01
342,6719.0,6303.0,416.0,93.81
343,1881.0,1793.0,88.0,95.32
344,5515.0,5142.0,373.0,93.24
345,19747.0,18955.0,792.0,95.99
346,1245.0,1146.0,99.0,92.05
347,2483.0,2086.0,397.0,84.01
348,9660.0,7838.0,1822.0,81.14
349,1866.0,1787.0,79.0,95.77
350,3374.0,3053.0,321.0,90.49
351,1998.0,1778.0,220.0,88.99
352,5790.0,5369.0,421.0,92.73
353,24089.0,21955.0,2134.0,91.14
354,1197.0,1113.0,84.0,92.98
355,2902.0,2565.0,337.0,88.39
356,16298.0,14929.0,1369.0,91.6
357,7397.0,7032.0,365.0,95.07
358,8583.0,7361.0,1222.0,85.76
359,3157.0,2904.0,253.0,91.99
360,11087.0,10252.0,835.0,92.47
361,11683.0,11344.0,339.0,97.1
362,3764.0,3380.0,384.0,89.8
363,5906.0,5494.0,412.0,93.02
364,7572.0,6882.0,690.0,90.89
365,10352.0,9643.0,709.0,93.15
366,5911.0,5473.0,438.0,92.59
367,6933.0,6366.0,567.0,91.82
368,5386.0,5002.0,384.0,92.87
369,3674.0,3291.0,383.0,89.58
370,34143.0,28476.0,5667.0,83.4
371,9732.0,8843.0,889.0,90.87
372,7366.0,7039.0,327.0,95.56
373,5481.0,5029.0,452.0,91.75
374,12051.0,11273.0,778.0,93.54
375,4895.0,4511.0,384.0,92.16
376,4357.0,4132.0,225.0,94.84
377,23463.0,20820.0,2643.0,88.74
378,22123.0,20044.0,2079.0,90.6
379,7377.0,6935.0,442.0,94.01
380,18725.0,17814.0,911.0,95.13
381,18032.0,16861.0,1171.0,93.51
382,40092.0,35193.0,4899.0,87.78
383,15338.0,14189.0,1149.0,92.51
384,36995.0,31544.0,5451.0,85.27
385,6869.0,6720.0,149.0,97.83
386,42562.0,39381.0,3181.0,92.53
387,20700.0,18765.0,1935.0,90.65
388,71747.0,57869.0,13878.0,80.66
389,10525.0,9781.0,744.0,92.93
390,19499.0,17565.0,1934.0,90.08
391,11303.0,10967.0,336.0,97.03
392,10622.0,9831.0,791.0,92.55
393,7501.0,6951.0,550.0,92.67
394,12438.0,11524.0,914.0,92.65
395,16389.0,15049.0,1340.0,91.82
396,31578.0,28843.0,2735.0,91.34
397,61979.0,56125.0,5854.0,90.55
398,31985.0,27782.0,4203.0,86.86
399,11973.0,11778.0,195.0,98.37
400,7052.0,6378.0,674.0,90.44
401,2111.0,1892.0,219.0,89.63
402,12552.0,11886.0,666.0,94.69
403,15389.0,14055.0,1334.0,91.33
404,1552.0,1445.0,107.0,93.11
405,8942.0,8610.0,332.0,96.29
406,25076.0,23068.0,2008.0,91.99
407,5565.0,5125.0,440.0,92.09
408,10912.0,10079.0,833.0,92.37
409,3115.0,2992.0,123.0,96.05
410,1973.0,1894.0,79.0,96.0
411,12427.0,11004.0,1423.0,88.55
412,18800.0,16140.0,2660.0,85.85
413,4609.0,3885.0,724.0,84.29
414,23245.0,21401.0,1844.0,92.07
415,6591.0,6205.0,386.0,94.14
416,3716.0,3359.0,357.0,90.39
417,3369.0,3154.0,215.0,93.62
418,2190.0,2064.0,126.0,94.25
419,16240.0,14296.0,1944.0,88.03
420,1946.0,1800.0,146.0,92.5
421,15805.0,14953.0,852.0,94.61
422,2478.0,2393.0,85.0,96.57
423,4027.0,3742.0,285.0,92.92
424,4368.0,4184.0,184.0,95.79
425,9966.0,9105.0,861.0,91.36
426,12346.0,11681.0,665.0,94.61
427,7886.0,7567.0,319.0,95.95
428,11971.0,9347.0,2624.0,78.08
429,15636.0,15049.0,587.0,96.25
430,8404.0,7921.0,483.0,94.25
431,11871.0,10888.0,983.0,91.72
432,670.0,658.0,12.0,98.21
433,20969.0,18838.0,2131.0,89.84
434,4010.0,3668.0,342.0,91.47
435,3256.0,2931.0,325.0,90.02
436,5923.0,5609.0,314.0,94.7
437,4096.0,3916.0,180.0,95.61
438,1696.0,1523.0,173.0,89.8
439,1291.0,1238.0,53.0,95.89
440,1450.0,1358.0,92.0,93.66
441,13017.0,11148.0,1869.0,85.64
442,11135.0,10746.0,389.0,96.51
443,3259.0,3057.0,202.0,93.8
444,6973.0,6313.0,660.0,90.53
445,1242.0,1231.0,11.0,99.11
446,3009.0,2366.0,643.0,78.63
447,7396.0,6736.0,660.0,91.08
448,13537.0,11495.0,2042.0,84.92
449,6806.0,6193.0,613.0,90.99
450,143562.0,133534.0,10028.0,93.01
451,437544.0,411360.0,26184.0,94.02
452,207335.0,197476.0,9859.0,95.24
453,612904.0,469969.0,142935.0,76.68
454,197100.0,171409.0,25691.0,86.97
455,19372.0,19058.0,314.0,98.38
456,138746.0,131530.0,7216.0,94.8
457,18964.0,18411.0,553.0,97.08
458,491096.0,443257.0,47839.0,90.26
459,1309269.0,1154301.0,154968.0,88.16
460,8980.0,8287.0,693.0,92.28
461,173983.0,155146.0,18837.0,89.17
462,136898.0,119606.0,17239.0,87.37
463,176617.0,157769.0,18848.0,89.33
464,278208.0,264077.0,14131.0,94.92
465,46815.0,42504.0,4311.0,90.79
466,19761.0,19679.0,82.0,99.59
467,11477.0,11193.0,284.0,97.53
468,694890.0,653005.0,41885.0,93.97
469,257698.0,216329.0,41339.0,83.95
470,111041.0,96867.0,14174.0,87.24
471,8637.0,7579.0,1058.0,87.75
472,32155.0,27065.0,5089.0,84.17
473,14486.0,13235.0,1251.0,91.36
474,7769.0,7105.0,664.0,91.45
475,12355.0,11304.0,1051.0,91.49
476,8710.0,7144.0,1566.0,82.02
477,13078.0,13078.0,0.0,100.0
478,22638.0,17897.0,4404.0,79.06
479,158914.0,143703.0,15211.0,90.43
480,72531.0,63941.0,8590.0,88.16
481,987402.0,869744.0,117658.0,88.08
482,12382.0,10852.0,0.0,87.64
483,127766.0,119532.0,8234.0,93.56
484,30465.0,27077.0,3388.0,88.88
485,10013.0,9700.0,313.0,96.87
486,4850.0,4366.0,484.0,90.02
487,317725.0,270041.0,47684.0,84.99
488,577466.0,490633.0,86426.0,84.96
489,217060.0,199736.0,17324.0,92.02
490,33542.0,30095.0,3447.0,89.72
491,4631.0,4552.0,79.0,98.29
492,12706.0,12128.0,578.0,95.45
493,308005.0,279543.0,28462.0,90.76
494,294136.0,265806.0,28317.0,90.37
495,124072.0,116092.0,7980.0,93.57
496,1613919.0,1528126.0,85793.0,94.68
497,59868.0,51858.0,8010.0,86.62
498,83662.0,77373.0,6289.0,92.48
499,177970.0,151194.0,26776.0,84.95
500,24329.0,20675.0,3654.0,84.98
501,970039.0,836942.0,133097.0,86.28
502,282938.0,239286.0,43651.0,84.57
503,1057193.0,910410.0,146763.0,86.12
504,448896.0,404665.0,44231.0,90.15
505,720187.0,641436.0,78751.0,89.07
506,561267.0,460251.0,101016.0,82.0
507,55479.0,46067.0,9412.0,83.04
508,257478.0,232060.0,25409.0,90.13
509,267601.0,241214.0,26387.0,90.14
510,171540.0,144427.0,27113.0,84.19
511,368363.0,333464.0,34890.0,90.53
512,373615.0,351041.0,22574.0,93.96
513,125893.0,119379.0,6514.0,94.83
514,30407.0,27249.0,3158.0,89.61
515,13380.0,11547.0,1833.0,86.3
516,7973.0,7508.0,465.0,94.17
517,454489.0,389299.0,65190.0,85.66
518,25549.0,23686.0,1863.0,92.71
519,66328.0,60511.0,5816.0,91.23
520,17311.0,14787.0,2524.0,85.42
521,12620.0,11563.0,1057.0,91.62
522,5068.0,4473.0,595.0,88.26
523,7206.0,6480.0,726.0,89.93
524,2259.0,2067.0,192.0,91.5
525,29195.0,26713.0,2482.0,91.5
526,15335.0,14095.0,1240.0,91.91
527,67800.0,60689.0,7111.0,89.51
528,89256.0,80566.0,8690.0,90.26
529,11243.0,9957.0,1286.0,88.56
530,12986.0,11530.0,1456.0,88.79
531,117842.0,107335.0,10507.0,91.08
532,8551.0,8117.0,434.0,94.92
533,12913.0,11621.0,1292.0,89.99
534,12057.0,10703.0,1354.0,88.77
535,38708.0,32627.0,6081.0,84.29
536,53364.0,47840.0,5524.0,89.65
537,18292.0,16315.0,1977.0,89.19
538,19622.0,17458.0,2164.0,88.97
539,3207.0,2933.0,274.0,91.46
540,44519.0,37425.0,7094.0,84.07
541,7262.0,6711.0,551.0,92.41
542,96814.0,86225.0,10589.0,89.06
543,52719.0,45933.0,6786.0,87.13
544,7444.0,6327.0,1117.0,84.99
545,238166.0,205942.0,32224.0,86.47
546,5243.0,3315.0,1928.0,63.23
547,16311.0,14879.0,1432.0,91.22
548,222547.0,201133.0,21414.0,90.38
549,86254.0,71287.0,14967.0,82.65
550,2233.0,1983.0,250.0,88.8
551,216028.0,183478.0,32550.0,84.93
552,4545.0,4175.0,370.0,91.86
553,590116.0,512377.0,77739.0,86.83
554,27381.0,23645.0,3736.0,86.36
555,28519.0,25875.0,2644.0,90.73
556,127795.0,109729.0,18066.0,85.86
557,12082.0,10754.0,1328.0,89.01
558,121202.0,109368.0,11834.0,90.24
559,9329.0,8548.0,781.0,91.63
560,14029.0,12802.0,1227.0,91.25
561,14500.0,11480.0,3020.0,79.17
562,26837.0,24032.0,2805.0,89.55
563,18897.0,16473.0,2424.0,87.17
564,588786.0,484547.0,104239.0,82.3
565,12376.0,11580.0,796.0,93.57
566,6552.0,6073.0,479.0,92.69
567,69896.0,58684.0,11212.0,83.96
568,115511.0,97054.0,18457.0,84.02
569,7921.0,7009.0,912.0,88.49
570,2276.0,2065.0,211.0,90.73
571,54376.0,47742.0,6634.0,87.8
572,14221.0,13001.0,1220.0,91.42
573,15390.0,14134.0,1256.0,91.84
574,6875.0,6271.0,604.0,91.21
575,23004.0,20488.0,2516.0,89.06
576,102320.0,90981.0,11339.0,88.92
577,68922.0,60829.0,8093.0,88.26
578,183765.0,167213.0,16552.0,90.99
579,17983.0,16163.0,1820.0,89.88
580,896469.0,748848.0,147621.0,83.53
581,26063.0,23713.0,2350.0,90.98
582,2208.0,2070.0,138.0,93.75
583,70471.0,60936.0,9535.0,86.47
584,42327.0,38904.0,3423.0,91.91
585,16933.0,15086.0,1847.0,89.09
586,17211.0,16024.0,1187.0,93.1
587,663805.0,579926.0,83879.0,87.36
588,33510.0,30492.0,3018.0,90.99
589,152901.0,139735.0,13166.0,91.39
590,6333.0,5913.0,420.0,93.37
591,24351.0,22090.0,2261.0,90.71
592,30434.0,27448.0,2986.0,90.19
593,20463.0,18457.0,2006.0,90.2
594,9160.0,8336.0,824.0,91.0
595,201128.0,172989.0,28139.0,86.01
596,126222.0,111555.0,14667.0,88.38
597,6615.0,5877.0,738.0,88.84
598,66696.0,60886.0,5810.0,91.29
599,12778.0,11688.0,1090.0,91.47
600,9396.0,8294.0,1102.0,88.27
601,12020.0,11013.0,1007.0,91.62
602,5577.0,5076.0,501.0,91.02
603,5938.0,5549.0,389.0,93.45
604,22545.0,21039.0,1506.0,93.32
605,15419.0,14221.0,1198.0,92.23
606,6691.0,5785.0,906.0,86.46
607,36528.0,33216.0,3312.0,90.93
608,25728.0,23149.0,2579.0,89.98
609,46576.0,35989.0,10587.0,77.27
610,6830.0,6206.0,624.0,90.86
611,13371.0,10567.0,2804.0,79.03
612,87260.0,72239.0,15021.0,82.79
613,26017.0,23214.0,2803.0,89.23
614,16641.0,15315.0,1326.0,92.03
615,10675.0,9571.0,1104.0,89.66
616,7587.0,7002.0,585.0,92.29
617,23929.0,22124.0,1805.0,92.46
618,5468.0,4841.0,627.0,88.53
619,17814.0,16286.0,1528.0,91.42
620,4168.0,3773.0,395.0,90.52
621,14589.0,13143.0,1446.0,90.09
622,24340.0,22598.0,1742.0,92.84
623,5882.0,5416.0,466.0,92.08
624,17349.0,16096.0,1253.0,92.78
625,26822.0,24752.0,2070.0,92.28
626,150724.0,123667.0,27057.0,82.05
627,94719.0,81243.0,13476.0,85.77
628,34261.0,32051.0,2210.0,93.55
629,12181.0,11307.0,874.0,92.82
630,138413.0,122713.0,15700.0,88.66
631,21023.0,18540.0,2483.0,88.19
632,29196.0,26176.0,3020.0,89.66
633,14195.0,12832.0,1363.0,90.4
634,16227.0,15249.0,978.0,93.97
635,28759.0,26196.0,2563.0,91.09
636,6323.0,5943.0,380.0,93.99
637,18171.0,16586.0,1585.0,91.28
638,1787.0,1522.0,265.0,85.17
639,14964.0,13283.0,1681.0,88.77
640,4710.0,4291.0,419.0,91.1
641,154655.0,129486.0,25169.0,83.73
642,72536.0,62778.0,9758.0,86.55
643,3251.0,3024.0,227.0,93.02
644,10516.0,9937.0,579.0,94.49
645,6806.0,5834.0,972.0,85.72
646,53315.0,46504.0,6811.0,87.22
647,20940.0,18671.0,2269.0,89.16
648,3035.0,2809.0,226.0,92.55
649,19418.0,17491.0,1927.0,90.08
650,4867.0,4501.0,366.0,92.48
651,1303.0,1222.0,81.0,93.78
652,13381.0,11738.0,1643.0,87.72
653,5783.0,5377.0,406.0,92.98
654,6731.0,6194.0,537.0,92.02
655,6938.0,6212.0,726.0,89.54
656,33984.0,30337.0,3647.0,89.27
657,27985.0,25500.0,2485.0,91.12
658,17895.0,16033.0,1862.0,89.59
659,12067.0,10654.0,1413.0,88.29
660,4593.0,4239.0,354.0,92.29
661,49910.0,43603.0,6307.0,87.36
662,6138.0,5671.0,467.0,92.39
663,6536.0,5894.0,642.0,90.18
664,23389.0,21379.0,2010.0,91.41
665,20394.0,18949.0,1445.0,92.91
666,50165.0,43957.0,6208.0,87.62
667,83345.0,75745.0,7600.0,90.88
668,23007.0,20069.0,2938.0,87.23
669,4095.0,3789.0,306.0,92.53
670,13896.0,13086.0,810.0,94.17
671,20822.0,18589.0,2233.0,89.28
672,1838.0,1716.0,122.0,93.36
673,3422.0,3215.0,207.0,93.95
