region_id,total_mail_ballot,total_rejection,late,missing_voter_signature,missing_witness_signature,non_matching_voter_signature,unofficial_envelope,ballot_missing_from_envelope,no_secrecy_envelope,multiple_ballots_in_one_envelope,envelope_not_sealed,no_postmark,no_resident_address_on_envelope,voter_deceased,voter_already_voted,missing_documentation,voter_not_eligible,no_ballot_application,rejection%
105,150,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.67
106,845,75,14,3,0,4,0,0,0,2,0,0,0,0,0,52,0,0,8.88
107,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
108,123,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3.25
109,1072,43,19,3,0,0,0,1,0,2,0,0,0,1,6,12,2,0,4.01
110,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
111,296,51,7,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,17.23
112,265,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77
113,248,57,28,0,0,7,0,0,0,0,0,0,0,0,1,15,0,0,22.98
114,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
115,220,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.09
116,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
117,46,13,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,28.26
118,519,16,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.08
119,212,18,0,2,0,6,0,0,0,0,0,0,0,1,0,9,0,0,8.49
120,126,14,1,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,11.11
121,114,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7.02
122,272,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84
123,85,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,18.82
124,101,6,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5.94
125,150,15,2,2,0,0,0,0,0,0,0,0,1,0,0,10,0,0,10.0
126,500,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
127,121,6,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,4.96
128,232,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.86
129,249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
130,182,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49
131,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92
132,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
133,75,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.67
134,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
135,277,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.44
136,59,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,8.47
137,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14
138,92,12,1,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,13.04
139,107,8,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7.48
140,206,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7.28
141,347,43,3,4,0,0,0,0,0,0,0,0,0,1,0,25,0,0,12.39
142,10,10,10,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,100.0
143,3535,399,0,8,0,14,0,2,0,0,0,0,0,0,0,375,0,0,11.29
144,111,15,5,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,13.51
145,48,14,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,29.17
146,803,155,57,0,0,1,0,0,0,0,0,0,0,5,0,90,0,0,19.3
147,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04
148,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
149,754,145,27,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,19.23
150,71,12,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,16.9
151,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
152,129,27,1,5,0,0,0,0,0,2,0,0,0,0,0,19,0,0,20.93
153,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
154,204,15,3,0,0,0,0,0,0,0,0,0,0,1,7,4,0,0,7.35
155,1683,239,70,24,0,0,0,3,0,0,0,0,0,0,0,107,0,0,14.2
156,603,29,1,3,0,6,0,3,0,0,0,0,0,0,0,11,0,0,4.81
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
158,47,27,4,0,0,1,0,0,0,0,0,0,0,3,0,10,0,0,57.45
159,728,6,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0.82
160,20403,36,23,8,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.18
161,91733,1171,226,146,0,787,5,4,0,0,0,0,0,0,0,3,0,0,1.28
162,7018,124,4,11,0,108,0,0,0,0,0,0,0,0,1,0,0,0,1.77
163,464641,4226,1025,447,0,2654,0,0,0,0,0,0,0,0,60,40,0,0,0.91
164,8970,222,17,87,0,118,0,0,0,0,0,0,0,0,0,0,0,0,2.47
165,101453,2269,194,90,0,657,0,1,0,3,0,0,0,17,5,0,0,0,2.24
166,265642,2977,65,252,0,2462,0,49,0,2,0,0,0,15,0,132,0,0,1.12
167,9599,94,24,11,0,56,0,0,0,0,0,0,0,0,1,2,0,0,0.98
168,53303,498,128,138,0,225,0,0,0,0,0,0,0,3,3,0,0,0,0.93
169,46640,944,155,132,0,650,0,2,0,1,0,0,0,1,2,1,0,0,2.02
170,7101,12,7,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.17
171,236824,2414,322,551,0,0,0,3,0,0,0,0,0,7,0,2,0,0,1.02
172,35249,537,48,23,0,436,0,4,0,0,0,0,0,0,1,25,0,0,1.52
173,23223,380,66,5,0,297,0,0,0,0,0,0,0,12,0,0,0,0,1.64
174,10991,67,10,9,0,32,0,0,0,0,0,0,0,16,0,0,0,0,0.61
175,2722858,20373,6797,3249,0,7946,0,344,0,193,0,0,0,159,1354,329,0,0,0.75
176,46769,277,107,27,0,103,0,6,0,2,0,0,0,0,0,32,0,0,0.59
177,128316,1696,323,74,0,1268,0,24,0,2,0,0,0,3,1,1,0,0,1.32
178,9434,72,14,13,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0.76
179,37154,141,51,17,0,69,0,3,0,0,0,0,0,0,1,0,0,0,0.38
180,73165,1019,232,41,0,673,0,4,0,0,0,0,0,13,0,51,5,0,1.39
181,3644,108,5,3,0,57,0,1,0,0,0,0,0,11,0,0,0,0,2.96
182,5001,54,5,22,0,18,0,2,0,0,0,0,0,0,3,4,0,0,1.08
183,130507,864,276,196,0,350,0,20,0,11,0,0,0,0,0,11,0,0,0.66
184,61347,456,106,84,0,244,0,9,0,0,0,0,0,1,7,5,0,0,0.74
185,54835,358,110,19,0,212,0,0,0,0,0,0,0,0,17,0,0,0,0.65
186,1089134,13734,2520,1231,0,9367,0,6,0,0,0,0,0,28,143,420,0,0,1.26
187,182389,1159,343,185,0,593,0,6,0,2,0,0,0,5,18,7,0,0,0.64
188,10070,74,13,3,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0.73
189,788991,11417,2503,727,0,6831,0,17,0,1,0,0,0,15,4,0,1319,0,1.45
190,594831,4399,1274,413,0,2480,0,12,0,8,0,0,0,8,65,112,24,0,0.74
191,23986,616,11,60,0,535,0,0,0,0,0,0,0,2,1,6,1,0,2.57
192,605151,9422,1461,705,0,6742,0,17,0,2,0,0,0,19,65,154,257,0,1.56
193,1266633,9447,2673,750,0,5737,0,86,0,15,0,0,0,24,42,2,0,0,0.75
194,340614,1633,1140,173,0,260,0,15,0,0,0,0,0,0,4,4,37,0,0.48
195,217619,2737,706,198,0,1791,0,19,0,0,0,0,0,7,11,0,0,0,1.26
196,140607,1072,239,64,0,714,0,9,0,0,0,0,0,1,0,45,0,0,0.76
197,294540,2184,866,140,0,1038,0,24,0,0,0,0,0,7,8,70,0,0,0.74
198,161262,1624,133,413,0,1029,0,7,0,2,0,0,0,1,5,34,0,0,1.01
199,662881,2821,1571,324,0,888,0,23,0,0,0,0,0,14,1,0,0,0,0.43
200,115818,444,233,110,0,95,0,6,0,0,0,0,0,0,0,0,0,0,0.38
201,76401,429,196,43,0,181,0,2,0,0,0,0,0,0,2,5,0,0,0.56
202,1765,18,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.02
203,18582,172,35,9,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0.93
204,156116,793,311,132,0,246,0,26,0,12,0,0,0,0,26,0,0,0,0.51
205,234189,1659,334,262,0,999,0,9,0,13,0,0,0,8,2,32,0,0,0.71
206,170095,2050,309,58,0,1673,0,1,0,2,0,0,0,0,6,1,0,0,1.21
207,35314,111,44,31,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.31
208,22680,396,0,19,0,319,0,2,0,0,0,0,0,4,0,8,0,0,1.75
209,5359,161,126,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3.0
210,109603,1256,255,249,0,734,0,9,0,0,0,0,0,1,4,4,0,0,1.15
211,26974,199,41,48,0,103,0,7,0,0,0,0,0,0,0,0,0,0,0.74
212,330258,3781,559,170,0,2857,0,5,0,0,0,0,0,5,88,9,0,0,1.14
213,79607,1320,279,23,0,938,0,6,0,1,0,0,0,1,14,0,57,0,1.66
214,25295,427,70,17,0,340,0,0,0,0,0,0,0,0,0,0,0,0,1.69
215,596763,6103,1974,946,0,3122,0,12,0,0,0,0,0,19,20,4,0,6,1.02
216,22243,195,0,11,0,132,0,8,0,0,0,0,0,1,0,0,0,0,0.88
217,215581,4648,158,266,0,4053,0,17,0,0,0,0,0,1,48,101,0,0,2.16
218,7622,89,7,7,0,71,0,0,0,0,0,0,0,0,4,0,0,0,1.17
219,302694,4198,391,142,0,3117,0,74,0,2,0,0,0,0,2,436,0,0,1.39
220,8744,105,12,9,0,81,0,0,0,0,0,0,0,0,3,0,0,0,1.2
221,1882,13,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.69
222,2062,22,1,2,0,17,0,0,0,0,0,0,0,0,0,2,0,0,1.07
223,180573,3793,189,65,0,3409,4,7,0,47,0,0,0,0,24,46,0,0,2.1
224,43938,431,24,23,0,366,0,2,0,0,0,0,0,0,0,16,0,0,0.98
225,13601,57,7,1,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0.42
226,1010,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4
227,5689,70,10,2,0,56,0,0,0,0,0,0,0,0,0,2,0,0,1.23
228,3976,17,6,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0.43
229,2082,21,1,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1.01
230,1716,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.29
231,3632,11,1,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0.3
232,18326,311,21,16,0,254,1,9,0,3,0,0,0,0,3,4,0,0,1.7
233,330044,5942,401,573,0,4628,24,12,0,30,0,0,0,1,112,145,0,0,1.8
234,1426,48,5,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3.37
235,231125,2601,232,38,0,2200,7,7,0,0,0,0,0,3,39,72,0,0,1.13
236,25499,477,55,24,0,361,22,1,0,0,0,0,0,0,1,11,0,0,1.87
237,19220,160,19,15,0,120,0,0,0,0,0,0,0,0,5,1,0,0,0.83
238,348344,5126,352,140,0,4339,16,69,0,5,0,0,0,2,52,147,0,0,1.47
239,23732,176,11,31,0,128,0,0,0,0,0,0,0,0,6,0,0,0,0.74
240,28949,368,54,23,0,277,0,1,0,1,0,0,0,0,3,8,0,0,1.27
241,3835,48,4,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1.25
242,9282,67,15,14,0,36,0,0,0,0,0,0,0,0,1,1,0,0,0.72
243,10759,64,24,11,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0.59
244,613,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.33
245,4473,27,1,10,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0.6
246,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
247,338903,2814,258,73,0,2145,151,96,0,6,0,0,0,5,0,67,0,0,0.83
248,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
249,3471,39,4,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1.12
250,3420,39,9,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1.14
251,32521,272,0,8,0,262,0,1,0,0,0,0,0,0,0,0,0,0,0.84
252,209550,2273,113,193,0,1847,0,6,0,27,0,0,0,0,37,50,0,0,1.08
253,6948,77,7,9,0,60,0,0,0,0,0,0,0,1,0,0,0,0,1.11
254,2455,17,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.69
255,9699,140,2,1,0,132,0,0,0,0,0,0,0,0,0,5,0,0,1.44
256,84796,2017,41,68,0,1860,1,7,0,0,0,0,0,1,10,29,0,0,2.38
257,754,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.66
258,5494,111,1,1,0,108,0,0,0,0,0,0,0,0,1,0,0,0,2.02
259,14361,457,19,13,0,404,0,1,0,0,0,0,0,0,17,2,0,0,3.18
260,23841,203,18,45,0,137,0,0,0,0,0,0,0,0,0,2,0,0,0.85
261,12370,197,6,17,0,171,0,1,0,0,0,0,0,0,2,0,0,0,1.59
262,8642,37,7,7,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0.43
263,3906,33,4,2,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0.84
264,11147,202,9,19,0,168,0,1,0,4,0,0,0,0,0,0,0,0,1.81
265,2381,9,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0.38
266,9837,208,61,35,0,105,0,1,0,0,0,0,0,0,0,6,0,0,2.11
267,5039,20,5,2,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0.4
268,79763,1134,30,202,0,895,0,4,0,1,0,0,0,0,0,2,0,0,1.42
269,3424,45,10,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1.31
270,5824,17,0,3,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0.29
271,15379,187,29,3,0,152,0,0,0,0,0,0,0,0,3,0,0,0,1.22
272,3207,38,2,1,0,32,0,2,0,0,0,0,0,0,1,0,0,0,1.18
273,576,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.52
274,4270,92,19,2,0,69,0,0,0,0,0,0,0,0,1,0,0,0,2.15
275,1284,12,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0.93
276,15715,149,30,16,0,96,0,0,0,0,0,0,0,0,4,3,0,0,0.95
277,14842,242,17,33,0,160,0,2,0,0,0,0,0,0,0,24,0,0,1.63
278,2726,24,0,2,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0.88
279,164485,2703,104,76,0,2475,0,9,0,2,0,0,0,0,0,37,0,0,1.64
280,4394,34,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.77
281,676,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44
282,2460,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82
283,908,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43
284,2127,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34
285,1369,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
286,456,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66
287,2989,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
288,4450,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19
289,623,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93
290,1460,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37
291,783,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51
292,1471,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84
293,3088,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72
294,652,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38
295,1862,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
296,1910,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04
297,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
298,5008,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54
299,1565,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21
300,1734,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86
301,695,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73
302,1967,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58
303,1197,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
304,1074,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
305,911,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31
306,1226,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28
307,1714,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34
308,350,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
309,564,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06
310,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
311,986,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27
312,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
313,1662,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
314,1506,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72
315,1637,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34
316,554,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44
317,2155,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27
318,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
